created_at,text
Tue May 08 20:25:02 +0000 2018,"RT @PlayOverwatch: Charity boost engaged! 

Show your support for breast cancer research with the new PINK MERCY skin. Limited time only! A…"
Tue May 08 20:25:00 +0000 2018,RT @SHEPMJS: Unprecedented black polling support for @realDonaldTrump in Reuters poll to 24% This has been steadily rising for a year https…
Tue May 08 20:25:02 +0000 2018,"@JohnKerry Mr. Kerry, you have absolutely zero credibility on this issue unless you provide the fatwa you claimed t… https://t.co/lGShOkqBy4"
Tue May 08 20:25:02 +0000 2018,"RT @ACTBrigitte: America is Back, and we are stronger than ever. President Trump has my full support. Wow, what a time to be an American!"
Tue May 08 20:25:02 +0000 2018,"RT @lochandquayfc: ***CUP FINAL TOMORROW NIGHT***

After 2 re-schedules, tomorrow nights cup finals is finally on! 
Massive game - Make sur…"
Tue May 08 20:25:01 +0000 2018,"RT @PlayOverwatch: Charity boost engaged! 

Show your support for breast cancer research with the new PINK MERCY skin. Limited time only! A…"
Tue May 08 20:25:02 +0000 2018,"RT @AymanM: Countries reacting to Trump:

Against the Iran Deal: Israel, Saudi Arabia

In support of the Iran Deal: UK, France, Germany, Ru…"
Tue May 08 20:25:01 +0000 2018,I am honoured to organise this event at #staffordlibrary on 17/5/18 to help raise #mentalhealthawareness through… https://t.co/RdcRVtko4t
Tue May 08 20:25:02 +0000 2018,RT @Joy105com: Christian church pastor in Colorado apologizes to LGBTQ community in sermon https://t.co/X0SHHPGXgF
Tue May 08 20:25:02 +0000 2018,時間喪失少年できる夫（青年）　りんご味　第20話　　「Pride」 https://t.co/rSmvNbaqFm
Tue May 08 20:25:02 +0000 2018,"RT @SalfordLourdes: Plans for the weekend? Join our M&amp;H Lourdes Group for their family friendly 'Race Night' this Saturday, as they aim to…"
Tue May 08 20:25:02 +0000 2018,Man or woman I'd support you either way. Just do what you feel is best for you https://t.co/q7gtfYyRk0
Tue May 08 20:25:02 +0000 2018,"RT @HomeEchelon: 😱This is amaaazing #Repost @Geeguit3D via IG #allcreditstotheowner
Watch Full HD music video ""Portrait of Jared Leto"" on m…"
Tue May 08 20:25:02 +0000 2018,RT @AmyMcGrathKY: Major General Charlie Bolden (ret) is a long time mentor of mine who I deeply respect. It’s humbling to have him (a Marin…
Tue May 08 20:25:02 +0000 2018,How american are you??             #merica #america #republican #conservative #trump #maga #makeamericagreatagain… https://t.co/DuJZMypj9D
Tue May 08 20:25:02 +0000 2018,"@thatgirlwithbpd @DebstheGooner Sadly, there is a low percentage of people that do which only damages others in gen… https://t.co/mn9wS9cOLa"
Tue May 08 20:25:02 +0000 2018,"@braxxiwnl While as of right now he isn’t harming anyone, he is prone to being surrounded by gun culture that encou… https://t.co/o7MzUrsfXx"
Tue May 08 20:25:02 +0000 2018,"Show your support for Ireland in Semi Final 1 of #ESC2018
https://t.co/mibhrWyI5T"
Tue May 08 20:25:02 +0000 2018,RT @Mike_Logicom: Thrilled to receive the Cisco Distributor  of the Year award for Gulf West region. Thank you @HaniRaad for the support an…
Tue May 08 20:25:03 +0000 2018,RT @Techmeme: Google announces that Chrome OS is getting native Linux app support; preview available on Pixelbook now and coming to more de…
Tue May 08 20:25:03 +0000 2018,Please follow @dadshaverights2 A Dad looking for support from our  #PA community.
Tue May 08 20:25:03 +0000 2018,Fantastic!  Our Advocates are hard at work. Thank you!!! https://t.co/vF5lOoZlkv
Tue May 08 20:25:03 +0000 2018,RT @insp3ctre: *the sound of a thousand hackers cheering simultaneously around the world* https://t.co/2X5dJhp02Q
Tue May 08 20:25:03 +0000 2018,"RT @ShindeShilpaS: In our industry #ShilpaShinde cases keep repeating n what each of her/him needs is support
Ppl whom I cant thank enough…"
Tue May 08 20:25:03 +0000 2018,"RT @PlayOverwatch: Charity boost engaged! 

Show your support for breast cancer research with the new PINK MERCY skin. Limited time only! A…"
Tue May 08 20:25:03 +0000 2018,RT @icyypatt: MY CONFIDENCE? MY ATTITUDE ? MY  HUMOR ? MY SUPPORT ? NO GIRL CAN COMPARE
Tue May 08 20:25:03 +0000 2018,RT @chuckasaservice: Como gerente y miembro de la comunidad LGBT me gustaría dar el primer paso y contratar a una persona trans. Quiero dar…
Tue May 08 20:25:03 +0000 2018,"RT @OH_mes: Pentagon will complete promotions for ""Shine"" on May 13 with Inkigayo. They were supposed to be done already, but their promoti…"
Tue May 08 20:25:03 +0000 2018,RT @scholaurship: LENA WAITHE WEARING A PRIDE FLAG TO A CATHOLIC THEMED EVENT... A QUEER ICON #MetGala https://t.co/UuE1Asl0sc
Tue May 08 20:25:03 +0000 2018,RT @Drebae_: I learned that the way someone treats me it’s a reflection of THEM &amp; not me. I’m a good person &amp; that’s why people gravitate t…
Tue May 08 20:25:03 +0000 2018,"RT @Olivia_Gazis: .@SenFeinstein:

1) Iran: “I think it’s a big mistake... For the US to effectively defect by withdrawing our country send…"
Tue May 08 20:25:03 +0000 2018,i saw a pride flag in the audience n ireland's performance was gay we love lgbteurovision
Tue May 08 20:25:03 +0000 2018,RT @shannonrwatts: The @NRA’s mean tweet of a receipt from Dallas restaurant Ellen’s that supported stronger gun laws didn’t turn out quite…
Tue May 08 20:25:03 +0000 2018,"When crafting messages to motivate #environmental action, highlighting pride is more effective than guilt.… https://t.co/NTsj9HLAMJ"
Tue May 08 20:25:03 +0000 2018,"RT @kbsalsaud: Since deal was inked, instead of behaving like a responsible member of the int’l community, the regime doubled down on its s…"
Tue May 08 20:25:04 +0000 2018,RT @WarmongerHodges: I notice Blairites are already moaning about Corbyn parachuting in a Momentum candidate for the Lewisham East by-elect…
Tue May 08 20:25:03 +0000 2018,Please support independently owned &amp; operated @karlradio https://t.co/8tiJXP2mqr Check Out Amazon's Deal Of The Day! https://t.co/XIWP3VlEza
Tue May 08 20:25:03 +0000 2018,RT @larsloekke: DK continues to support the #IranDeal contingent on Iran’s strict compliance. Important for non-proliferation and regional…
Tue May 08 20:25:04 +0000 2018,"RT @idkph: mga bagay na dapat mababa lang:

1. pride
2. yung tagay."
Tue May 08 20:25:04 +0000 2018,A fab blog post to add to #70midwifebloggers &gt;&gt; https://t.co/3TzPtcBN5u
Tue May 08 20:25:04 +0000 2018,"RT @bravpunxh_kim: You're strong Kai, and you must to be strong. I feel sad for this very bad news. I hope you're OKAY.  We're always besid…"
Tue May 08 20:25:04 +0000 2018,Super happy that my good friend Regina has earned endorsements of the major newspapers in the district. We need mor… https://t.co/gueVfmQ8rr
Tue May 08 20:25:04 +0000 2018,"RT @Avi_Kaplan: I truly look forward to the day when love, acceptance, and support are the norm."
